Address,Latitude,Longitude,Name,Risk Category Improved,Violation Description Improved,Avg. Inspection Score,Avg. Rating
620 Post St,37.78800201,-122.4121475,Fitzgerald Hotel,No Risk,No violation found,100,3
201 Harrison St,37.78791192,-122.390327,FistFul Of Tacos,Low Risk,Unclean nonfood contact surfaces,83,3.5
1718 Polk St,37.79264219,-122.4210419,Fish N Gari,Low Risk,Inadequate dressing rooms or improper storage of personal items,86,3.5
424 Clay St,37.79499845,-122.4007469,Fish & Farm,Low Risk,Unapproved or unmaintained equipment or utensils,87,3
4625 Geary Blvd,37.7805996,-122.4691139,First Korean Market,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,86,4.5
2911 Van Ness Ave,37.80245706,-122.4248754,First Cup,Low Risk,Low risk vermin infestation,94,4
5901 Geary Blvd,37.77993,-122.48283,First Cake,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,86,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,No Risk,No violation found,100,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,Moderate Risk,Reservice of previously served foods,96,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,Moderate Risk,Moderate risk food holding temperature,96,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,88,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,Moderate Risk,Inadequate and inaccessible handwashing facilities,96,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,88.66666667,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,Low Risk,Unclean nonfood contact surfaces,91,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,Low Risk,Permit license or inspection report not posted,91.75,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,Low Risk,Other low risk violation,87,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,Low Risk,Low risk vermin infestation,96,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,Low Risk,Improper storage of equipment utensils or linens,85,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,Low Risk,Food safety certificate or food handler card not available,96,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,High Risk,Sewage or wastewater contamination,93,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,High Risk,No hot water or running water,74.5,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,High Risk,Mobile food facility not operating with an approved commissary,90,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,High Risk,Improper cooling methods,84.5,4
428 11th St,37.76985,-122.41175,Firetrail Pizza,High Risk,High risk food holding temperature,91,4
4288 24th St,37.751206,-122.438189,Firefly Restaurant,High Risk,High risk food holding temperature,89,4
845 Market St,37.784497,-122.406241,Fire of Brazil Express,Moderate Risk,Moderate risk food holding temperature,92,3
845 Market St,37.784497,-122.406241,Fire of Brazil Express,Low Risk,Unclean or degraded floors walls or ceilings,97,3
845 Market St,37.784497,-122.406241,Fire of Brazil Express,Low Risk,Permit license or inspection report not posted,98,3
845 Market St,37.784497,-122.406241,Fire of Brazil Express,Low Risk,Inadequate dressing rooms or improper storage of personal items,88,3
2339 Clement St,37.78191889,-122.4844912,Fiorella -Clement,Low Risk,Improper food storage,90,4
3599 24th St,37.75186949,-122.4226241,Fiore Caffè,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,92,4
2237 Mason St,37.80427,-122.4136,Fior d'Italia,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,79,4
2251 Market St,37.764906,-122.431785,Finn Town Tavern,Low Risk,Unclean or degraded floors walls or ceilings,90,3.5
1301 Fillmore St,37.78181,-122.43325,Fillmore Street Cafe,Low Risk,Unclean or degraded floors walls or ceilings,86,4
1890 Fillmore St,37.78685562,-122.4333575,Fillmore Bakeshop,Moderate Risk,Foods not protected from contamination,94,4
691 14th St,37.76766344,-122.4282751,Fig & Thistle Market,No Risk,No violation found,100,5
313 Ivy St,37.77722,-122.4233,Fig & Thistle,No Risk,No violation found,100,4
3157 Geary Blvd,37.7814293,-122.4529495,Fifty / Fifty Coffee and Tea,No Risk,No violation found,100,4
1 Ferry Bldg,37.79533889,-122.3930168,Ferry Plaza Wine Merchant,No Risk,No violation found,100,4
1 Ferry Building,37.79533464,-122.39339,Ferry Plaza Farmers Market,No Risk,No violation found,100,4.5
1 Ferry Building,37.79533464,-122.39339,Ferry Plaza Farmers Market,Moderate Risk,Insufficient hot water or running water,86,4.5
1 Ferry Building,37.79533464,-122.39339,Ferry Plaza Farmers Market,Low Risk,Permit license or inspection report not posted,98,4.5
1 Ferry Building,37.79533464,-122.39339,Ferry Plaza Farmers Market,High Risk,Unclean or unsanitary food contact surfaces,93,4.5
1230 Market St,37.77852,-122.41561,Fermentation Lab,Low Risk,Unclean or degraded floors walls or ceilings,94,4.5
3614 18th St,37.7616598,-122.4242662,Faye's Coffee,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,98,4.5
215 Fremont St,37.78914,-122.3943,Fayala,Moderate Risk,Inadequate and inaccessible handwashing facilities,87,4.5
215 Fremont St,37.78914,-122.3943,Fayala,Low Risk,Improper or defective plumbing,77,4.5
215 Fremont St,37.78914,-122.3943,Fayala,High Risk,Unclean or unsanitary food contact surfaces,91,4.5
320 Fell St,37.77616,-122.42319,Fatted Calf,High Risk,High risk food holding temperature,86,4
2598 San Bruno Ave,37.72892,-122.40426,Fat Beli Deli,High Risk,Unclean hands or improper use of gloves,84,4
1740 O'Farrell St,37.78338529,-122.4331856,Fat Angel,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,89,4
710 Florida St,37.76026094,-122.4112048,Farmhouse Kitchen Thai Cuisine,Low Risk,Unclean nonfood contact surfaces,72,4
1600 Holloway Ave,37.7209249,-122.4770633,Farm Fresh Underground,No Risk,No violation found,100,3.5
1600 Holloway Ave,37.7209249,-122.4770633,Farm Fresh Underground,Moderate Risk,Insufficient hot water or running water,96,3.5
1600 Holloway Ave,37.7209249,-122.4770633,Farm Fresh Underground,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,98,3.5
754 Post St,37.78768,-122.414339,Farm : Table,Low Risk,Unclean nonfood contact surfaces,94,4
1315 18th St,37.7625322,-122.3959853,Farley's,Moderate Risk,Moderate risk food holding temperature,94,4
450 Post St,37.78832916,-122.4093117,Farallon,No Risk,No violation found,100,4
450 Post St,37.78832916,-122.4093117,Farallon,Low Risk,Unclean or degraded floors walls or ceilings,91,4
450 Post St,37.78832916,-122.4093117,Farallon,High Risk,Unclean or unsanitary food contact surfaces,89,4
631 Grant Ave,37.79301,-122.40618,Far East Cafe,Low Risk,Improper food storage,73,3
31 Cambon Dr,37.71807501,-122.4741417,Fang Yuan Kitchen,Low Risk,Permit license or inspection report not posted,80,2.5
660 Howard St,37.785795,-122.399874,Fang,Low Risk,Low risk vermin infestation,92,3.5
2684 San Bruno Ave,37.727756,-122.4039527,Fancy Wheat Field Bakery,Low Risk,Improper food storage,92,4
2807 Geary Blvd,37.782485,-122.449433,Family Billiards,High Risk,Unclean or unsanitary food contact surfaces,85,4
308 Broderick St,37.77322497,-122.4388912,Falletti Foods,Low Risk,Unapproved or unmaintained equipment or utensils,94,3.5
133 6th St,37.78065,-122.40806,Falafelland,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,90,5
950 Mason St,37.79243528,-122.4106639,Fairmont San Francisco,No Risk,No violation found,100,3.5
950 Mason St,37.79243528,-122.4106639,Fairmont San Francisco,Moderate Risk,Foods not protected from contamination,96,3.5
558 Castro St,37.759958,-122.435089,Fable,Moderate Risk,Inadequate and inaccessible handwashing facilities,92,4
1062 Folsom St,37.77753449,-122.4072647,Extreme Pizza - Soma District,Moderate Risk,Inadequate and inaccessible handwashing facilities,82,3
4715 Geary Blvd,37.78057463,-122.4698507,Express Pupuseria,Moderate Risk,Insufficient hot water or running water,79,4.5
4495 Mission St,37.72624,-122.43327,Excelsior Coffee,Moderate Risk,Inadequate and inaccessible handwashing facilities,96,5
2937 Mission St,37.75002,-122.41804,Evil Eye,Low Risk,Unclean nonfood contact surfaces,84,4
3100 18th St,37.76239,-122.41311,Evergreen Garden Restaurant,Moderate Risk,Foods not protected from contamination,83,3.5
1389 Underwood Ave,37.72711182,-122.3882599,Evergood Sausage Company,Moderate Risk,Inadequate and inaccessible handwashing facilities,96,3.5
4063 18th St,37.76074,-122.43419,Eureka Restaurant & Lounge,High Risk,High risk food holding temperature,87,4
795 Valencia St,37.76030749,-122.4213104,Etcetera Wine Bar,Moderate Risk,Employee eating or smoking,85,4
533 Haight St,37.77183533,-122.4310226,Estrella Taqueria,Low Risk,Unclean or degraded floors walls or ceilings,83,2.5
533 Haight St,37.77183533,-122.4310226,Estrella Taqueria,Low Risk,Food safety certificate or food handler card not available,79,2.5
891 Bush St,37.7897658,-122.4119176,Estela's Donburi,High Risk,Unclean or unsanitary food contact surfaces,85,4
1700 Owens St,37.76697922,-122.3936691,Esposto's Delicatezza,Moderate Risk,Moderate risk food holding temperature,92,4
1686 Market St,37.77333275,-122.4221317,Espetus Brazilian Steak House,Moderate Risk,Foods not protected from contamination,88,4
3295 22nd St,37.75522262,-122.4207391,Esperpento,Low Risk,Low risk vermin infestation,90,3.5
1737 Haight St,37.7694456,-122.4512722,Escape From New York Pizza,No Risk,No violation found,100,4
1737 Haight St,37.7694456,-122.4512722,Escape From New York Pizza,Moderate Risk,Moderate risk food holding temperature,96,4
1737 Haight St,37.7694456,-122.4512722,Escape From New York Pizza,Low Risk,Inadequate warewashing facilities or equipment,89,4
739 Larkin St,37.78482,-122.4181,Esan Classic,Moderate Risk,Inadequate and inaccessible handwashing facilities,96,4.5
1500 Church St,37.74675,-122.42724,Eric's Restaurant,Moderate Risk,Foods not protected from contamination,87,3.5
986 Market St,37.782661,-122.409997,Equator Coffees,Low Risk,Unapproved or unmaintained equipment or utensils,96,4
986 Market St,37.782661,-122.409997,Equator Coffees,Low Risk,Improper storage of equipment utensils or linens,98,4
49 Kearny St,37.78858,-122.40384,Enough Tea & Coffee,Low Risk,Unclean or degraded floors walls or ceilings,94,4.5
320 Geary St,37.78776,-122.40876,"ENO Wine Bar, San Francisco",High Risk,Unclean or unsanitary food contact surfaces,89,4.5
754 Kirkham St,37.76042557,-122.469101,Enjoy Vegetarian Restaurant,Moderate Risk,Moderate risk food holding temperature,90,4
225 Stockton St,37.7880113,-122.4067142,Emporio Rulli Union Square,Low Risk,Inadequate warewashing facilities or equipment,94,3
399 Eddy St,37.78370641,-122.4140594,Empire Market,Moderate Risk,Moderate risk food holding temperature,96,4
530 Balboa St,37.7774506,-122.4645615,Emperor Palace Restaurant,High Risk,Unclean hands or improper use of gloves,84,3.5
4052 Balboa St,37.77567,-122.50241,Empero Taste,Moderate Risk,Moderate risk food holding temperature,81,3.5
1923 Ocean Ave,37.725413,-122.462822,Emmy's Restaurant,Low Risk,No thermometers or uncalibrated thermometers,70,3
488 Haight St,37.77235,-122.43026,Emanuel Coffee,High Risk,Unclean or unsanitary food contact surfaces,89,4.5
2893 Mission St,37.75079,-122.41804,Elsy's Restaurant,Moderate Risk,Moderate risk food holding temperature,83,3.5
154 McAllister St,37.78087199,-122.4145791,Elmira Rosticceria,Low Risk,Improper food storage,82,4
500 Presidio Ave,37.787131,-122.446581,Ella's American Kitchen,Moderate Risk,Moderate risk vermin infestation,75,3.5
2877 California St,37.78764725,-122.4416122,Eliza's,Moderate Risk,Moderate risk vermin infestation,92,3.5
25 Beale St,37.79206254,-122.3967272,Elixiria,Moderate Risk,Inadequate and inaccessible handwashing facilities,79,4.5
1101 Polk St,37.78704,-122.42021,Eleven O One,Low Risk,Unclean or degraded floors walls or ceilings,92,4
1916 Hyde St,37.798636,-122.4188172,Elephant Sushi,Moderate Risk,Insufficient hot water or running water,96,4
3198 16th St,37.76490807,-122.4238313,Elda,Moderate Risk,Moderate risk food holding temperature,94,4
434 Broadway St,37.7982972,-122.4045086,Elaine's Kitchen,Moderate Risk,Improper thawing methods,69,4
1153 Valencia St,37.75452,-122.42053,El Valenciano Restaurant & Bar,Low Risk,Inadequate dressing rooms or improper storage of personal items,83,3.5
598 Valencia St,37.763391,-122.421983,El Toro Taqueria,High Risk,Improper reheating of food,87,3.5
2904 24th St,37.75289,-122.41027,El Tomate Restaurant,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,87,4
599 O'Farrell St,37.78542,-122.41442,El Tesoro Taqueria & Grill,High Risk,Improper cooling methods,86,3.5
2198 Folsom St,37.7622,-122.41525,El Tepa Taqueria,Moderate Risk,Moderate risk vermin infestation,77,4
300 De Haro St,37.76573,-122.40202,El Sur,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,84,4.5
1200 Polk St,37.78790273,-122.4200709,El Super Burrito,Moderate Risk,Moderate risk vermin infestation,81,3.5
2278 Mission St,37.76064,-122.41952,El Salvador,Moderate Risk,Inadequate and inaccessible handwashing facilities,88,4
2943 Mission St,37.74996,-122.41788,El Rinconcito Nicaraguense,High Risk,Improper cooling methods,83,4
491 O'farrell St,37.78578848,-122.4127096,El Rincón Yucateco,High Risk,Improper cooling methods,87,4
5210 Mission St,37.71561,-122.44202,El Pollo Supremo,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,85,4
879 Brannan St,37.7715833,-122.4048175,El Pípila,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,92,4
1601 Mission St,37.77233191,-122.4187336,El Picacho,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,96,4.5
1198 Treat Ave,37.75114,-122.41306,El Paraiso Cafe,Low Risk,Unclean or degraded floors walls or ceilings,79,4
3077 24th St,37.7524332,-122.4134542,El Nuevo Frutilandia,Low Risk,Unclean nonfood contact surfaces,90,4
2406 Bryant St,37.75567453,-122.4096238,El Metate Restaurant,High Risk,Improper reheating of food,86,4
3119 Clement St,37.78162,-122.492755,El Mansour,Low Risk,Unclean or degraded floors walls or ceilings,90,4
4591 Mission St,37.72472,-122.43443,El Gran Taco Loco,High Risk,Improper cooling methods,76,3.5
2779 Mission St,37.75265,-122.41812,El Farolito,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,86,4
2399 Folsom St,37.75907,-122.41439,El Faro,Low Risk,Unclean nonfood contact surfaces,89,3
2399 Folsom St,37.75907,-122.41439,El Faro,Low Risk,Unapproved or unmaintained equipment or utensils,66,3
2965 24th St,37.75242996,-122.4112015,El Chico Produce Market #4,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,78,4
,37.77448,-122.40916,El Calamar,High Risk,No hot water or running water,74,3.5
3078 16th St,37.76476181,-122.4214791,El Cafetazo,Low Risk,Improper food labeling or menu misrepresentation,85,3.5
1812 Divisadero St,37.78646,-122.43982,El Burrito Express,Low Risk,Inadequate warewashing facilities or equipment,79,4
3435 Mission St,37.74180339,-122.422228,El Buen Comer,Moderate Risk,Inadequate and inaccessible handwashing facilities,81,4
3914 Judah St,37.7605193,-122.5041095,El Beach Burrito,Low Risk,Improper storage of equipment utensils or linens,92,2.5
5298 3rd St,37.729317,-122.392731,El Azteca Taqueria,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,81,3.5
3015 Mission St,37.74883,-122.41771,El Ají,High Risk,Contaminated or adulterated food,89,4
3456 Mission St,37.74146,-122.4229,El Ahorro,Moderate Risk,Moderate risk food holding temperature,88,4.5
167 11th St,37.77369,-122.41596,Eko Kitchen,No Risk,No violation found,100,4.5
317 Sanchez St,37.764058,-122.430685,Eiji,Low Risk,Low risk vermin infestation,96,4
91 6th St,37.7812355,-122.4087739,Eightea,Low Risk,Unclean nonfood contact surfaces,76,4
1323 Columbus Ave,37.806251,-122.419204,Eight AM,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,88,4.5
3251 20th Ave,37.72856,-122.47688,Eggxotic,No Risk,No violation found,100,2.5
3251 20th Ave,37.72856,-122.47688,Eggxotic,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,84,2.5
3251 20th Ave,37.72856,-122.47688,Eggxotic,Moderate Risk,Inadequate and inaccessible handwashing facilities,88.33333333,2.5
3251 20th Ave,37.72856,-122.47688,Eggxotic,Moderate Risk,Foods not protected from contamination,93,2.5
3251 20th Ave,37.72856,-122.47688,Eggxotic,Low Risk,Unclean or degraded floors walls or ceilings,69,2.5
3136 Noriega St,37.75354767,-122.4975739,Eggettes,Low Risk,Unclean or degraded floors walls or ceilings,98,3.5
3401 Mission St,37.74207084,-122.4220391,Egg White Cafe,Moderate Risk,Moderate risk food holding temperature,90,5
950 Geary St,37.78625488,-122.4189606,Edinburgh Castle Pub,Low Risk,Unclean unmaintained or improperly constructed toilet facilities,98,4
312 W Portal Ave,37.73792227,-122.4695781,Edible Arrangements,No Risk,No violation found,100,3
572 O'farrell St,37.78581,-122.41412,Eden Silk Road Cuisine,Low Risk,Food safety certificate or food handler card not available,66,4
600 Harrison St,37.784358,-122.395457,Eden Plaza Cafe,High Risk,Improper cooling methods,58,4
47 Franklin St,37.77495,-122.42107,Eden Cafe,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,82,4
5 Embarcadero Ctr,37.7943007,-122.39573,Eclipse Kitchen & Bar,High Risk,No hot water or running water,93,3
50 Clement St,37.7832999,-122.45988,Eats,Low Risk,Unapproved or unmaintained equipment or utensils,87,4
1516 Folsom St,37.77182,-122.41452,Eat Sushi Restaurant,Low Risk,Improper storage of equipment utensils or linens,90,4.5
2312 Irving St,37.7634479,-122.4827903,Easy Money,No Risk,No violation found,100,5
4028 24th St,37.75162,-122.43261,Easy Breezy Frozen Yogurt,Moderate Risk,Moderate risk vermin infestation,94,4
4028 24th St,37.75162,-122.43261,Easy Breezy Frozen Yogurt,Moderate Risk,Foods not protected from contamination,92,4
4028 24th St,37.75162,-122.43261,Easy Breezy Frozen Yogurt,Low Risk,Unclean or degraded floors walls or ceilings,98,4
100 Alemany Blvd,37.7368315,-122.409054,East & West Gourmet Afghan Foods,Moderate Risk,Inadequate and inaccessible handwashing facilities,72,4.5
2055 Union St,37.79735886,-122.4330871,Earthbar,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,98,3.5
2055 Union St,37.79735886,-122.4330871,Earthbar,Low Risk,Improper storage of equipment utensils or linens,90.66666667,3.5
3400 Geary Blvd,37.7817,-122.45587,Earth's Coffee,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,96,4
1098 Jackson St,37.7953932,-122.4131214,Early To Rise,Low Risk,Unapproved or unmaintained equipment or utensils,98,5
1712 Taraval St,37.74287415,-122.4845581,Eagle Pizzeria,Low Risk,Unclean nonfood contact surfaces,96,4
Pier 39,37.80878064,-122.4103236,Eagle Cafe,No Risk,No violation found,100,4
Pier 39,37.80878064,-122.4103236,Eagle Cafe,Low Risk,Unapproved or unmaintained equipment or utensils,94,4
Pier 39,37.80878064,-122.4103236,Eagle Cafe,Low Risk,Improper storage use or identification of toxic substances,96,4
Pier 39,37.80878064,-122.4103236,Eagle Cafe,Low Risk,Improper food storage,98,4
Pier 39,37.80878064,-122.4103236,Eagle Cafe,High Risk,High risk food holding temperature,89,4
314 Sutter St,37.789719,-122.405846,E&O Kitchen and Bar,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,92,4
270 Columbus Ave,37.7977599,-122.40625,È Tutto Qua,High Risk,High risk food holding temperature,91,4
2760 24th St,37.752971,-122.407676,Dynamo Donut & Coffee,Moderate Risk,Moderate risk vermin infestation,96,4
1609 Polk St,37.79165,-122.42111,Dunya Bistro,Low Risk,Unclean or degraded floors walls or ceilings,88,4
11 Division St,37.7697533,-122.4022546,Dumpling Time,Moderate Risk,Moderate risk food holding temperature,92,4
1935 Taraval St,37.7423,-122.48701,Dumpling Kitchen,Low Risk,Improper food storage,96,4
2512 Clement St,37.782167,-122.486328,Dumpling Alley,High Risk,Unclean hands or improper use of gloves,76,4
5900 3rd St,37.72484419,-122.3948739,Duc Loi's Pantry,High Risk,Unclean hands or improper use of gloves,75,4.5
2200 Mission St,37.7616,-122.41976,Duc Loi Supermarket,Low Risk,Unclean nonfood contact surfaces,65,4
2 Sanchez St,37.7692179,-122.4315675,Duboce Park Cafe,Low Risk,Unclean or degraded floors walls or ceilings,96,3.5
15 Drumm St,37.79381793,-122.3965931,Drumm Liquor & Deli,High Risk,High risk food holding temperature,87,3
520 Gough St,37.7784199,-122.42292,DragonEats,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,89,4.5
520 Gough St,37.7784199,-122.42292,DragonEats,Low Risk,Permit license or inspection report not posted,83.5,4.5
2142 Chestnut St,37.80072,-122.43868,Dragon Well,Low Risk,Improper food storage,92,4
5045 Geary Blvd,37.78032,-122.47357,Dragon River Restaurant,Moderate Risk,Improper thawing methods,88,3.5
752 Grant Ave,37.7941313,-122.4061851,Dragon Papa Dessert,Low Risk,Improper food storage,88,4.5
2367 Mission St,37.75920041,-122.4190477,Dragon City Bakery & Cafe,Low Risk,Unapproved or unmaintained equipment or utensils,78,3
5700 Geary Blvd,37.780504,-122.480709,Dragon Beaux,Moderate Risk,Inadequate and inaccessible handwashing facilities,86,4
1598 Sanchez St,37.74367,-122.42914,Douglas,No Risk,No violation found,100,4
4587 Mission St,37.724826,-122.434426,Double Shot Coffee,Low Risk,Permit license or inspection report not posted,87,4
2830 Ingalls St,37.72122192,-122.3913803,Double Rock Grocery,Low Risk,Improper food storage,98,4.5
2401 16th St,37.7655378,-122.4106906,Double Play Bar & Grill,Moderate Risk,Moderate risk food holding temperature,86,4
465 Grove St,37.7774173,-122.4240113,Double Decker,Low Risk,Unclean or degraded floors walls or ceilings,98,3.5
465 Grove St,37.7774173,-122.4240113,Double Decker,Low Risk,Unclean nonfood contact surfaces,98,3.5
995 Valencia St,37.75709219,-122.4210593,DOSA on Valencia,Moderate Risk,Moderate risk vermin infestation,83,4
1700 Fillmore St,37.78535,-122.43284,DOSA on Fillmore,Low Risk,Inadequate dressing rooms or improper storage of personal items,92,4
1020 Market St,37.78205403,-122.410932,Dosa Allee,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,87,3.5
395 Hayes St,37.7767734,-122.4226963,Doppio Zero,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,86,4
1723 Buchanan St,37.78599,-122.43013,Doobu,Moderate Risk,Improper thawing methods,76,3.5
1399 9th Ave,37.76237,-122.46641,Donut World,Low Risk,Improper storage of equipment utensils or linens,94,4
2401 Noriega St,37.75344,-122.48953,Donut Times,High Risk,High risk food holding temperature,87,3.5
1600 Holloway Ave,37.7209249,-122.4770755,Donna's Tamales,No Risk,No violation found,100,3.5
1600 Holloway Ave,37.7209249,-122.4770755,Donna's Tamales,Moderate Risk,Insufficient hot water or running water,96,3.5
1600 Holloway Ave,37.7209249,-122.4770755,Donna's Tamales,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,98,3.5
4737 Geary Blvd,37.78044,-122.47032,Dong Bei Mama,Low Risk,Unapproved or unmaintained equipment or utensils,78,4
631 O'Farrell St,37.78523,-122.41512,Dong Baek Restaurant,Low Risk,Unclean nonfood contact surfaces,83,3.5
6905 Geary Blvd,37.77937,-122.49361,Donairo's Pizza,Moderate Risk,Employee eating or smoking,94,4
2780 21st St,37.75776,-122.4104,Doña Tere's Market,Low Risk,Permit license or inspection report not posted,87,4.5
225 11th St,37.772932,-122.41502,Don Ramon's,Low Risk,Inadequate dressing rooms or improper storage of personal items,92,3.5
2030 Lombard St,37.80025,-122.43537,Don Pistos Tex Mex,Low Risk,Permit license or inspection report not posted,98,4
544 Excelsior Ave,37.72383,-122.42913,Don Chuys Mexi-Mercado,Moderate Risk,Moderate risk vermin infestation,94,4.5
511 Laguna St,37.77586,-122.42631,Domo,Low Risk,Improper food storage,87,4
876 Geary St,37.78621964,-122.4176019,Domino's Pizza,Low Risk,Food safety certificate or food handler card not available,81,1.5
501 Dolores St,37.76130893,-122.4258283,Dolores Park Cafe,Moderate Risk,Moderate risk food holding temperature,96,3.5
808 Pacific Ave,37.79675,-122.40879,Dol Ho,High Risk,High risk food holding temperature,80,4
219 O'Farrell St,37.78625,-122.40834,Dojima-Ann,High Risk,High risk food holding temperature,87,3.5
409 Gough St,37.77707,-122.42318,Dobbs Ferry Restaurant,Low Risk,Low risk vermin infestation,94,4
1115 Clement St,37.78249,-122.47119,DNM Hot Pot,No Risk,No violation found,100,4.5
371 11th St,37.7711,-122.41263,DNA Pizza,Moderate Risk,Moderate risk vermin infestation,86,2.5
1081 Post St,37.78662,-122.41949,Divas Nightclub & Bar,Low Risk,Unclean unmaintained or improperly constructed toilet facilities,96,3
2154 Mission St,37.76251,-122.41971,District Tea,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,88,4.5
216 Townsend St,37.77861301,-122.3933222,District San Francisco,Moderate Risk,Moderate risk vermin infestation,88,4
39 Taylor St,37.78278,-122.411046,Dispensa Italian Charcoal Kitchen,No Risk,No violation found,100,4.5
1203 Polk St,37.78788,-122.42037,Discount Grocers,No Risk,No violation found,100,4
12 4th St,37.785182,-122.4056712,Dirty Habit,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,83,3.5
2275 Market St,37.76441547,-122.4318349,Dinosaurs,Moderate Risk,Insufficient hot water or running water,92,4
2275 Market St,37.76441547,-122.4318349,Dinosaurs,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,88,4
2275 Market St,37.76441547,-122.4318349,Dinosaurs,Moderate Risk,Foods not protected from contamination,96,4
2275 Market St,37.76441547,-122.4318349,Dinosaurs,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,90,4
675 Broadway St,37.79749,-122.40813,Dim Sum Bistro,Low Risk,Unapproved or unmaintained equipment or utensils,90,4.5
1428 Polk St,37.79006,-122.42032,Dijon Burger,No Risk,No violation found,100,3.5
716 Jackson St,37.79613,-122.40705,Dick Lee Pastry Shop,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,92,2.5
751 Diamond St,37.75128979,-122.4361688,Diamond Cafe,Low Risk,Unclean or degraded floors walls or ceilings,98,4.5
1815 Market St,37.7712546,-122.4237757,Destino,High Risk,Improper cooling methods,89,4
598 Chenery St,37.73466392,-122.4322817,Destination Baking Company,Low Risk,Food safety certificate or food handler card not available,96,4
3226 Geary Blvd,37.7818512,-122.4537064,Derm Restaurant,High Risk,Improper cooling methods,77,4
816 Mission St,37.78429,-122.40508,Denny's,Low Risk,Unapproved or unmaintained equipment or utensils,94,2
327 Bay St,37.8056487,-122.4126805,DeLise Café,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,96,4
1550 Bryant St,37.7675344,-122.411183,Delicioso Creperie,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,94,3.5
1 Ferry Bldg,37.7955703,-122.3933208,Delica,Moderate Risk,Improper thawing methods,81,3.5
18 Ocean Ave,37.7238965,-122.4358597,Deli World,Moderate Risk,Moderate risk vermin infestation,83,4
1058 Folsom St,37.7776248,-122.4070127,Deli Board,Low Risk,Inadequate dressing rooms or improper storage of personal items,94,4.5
2449 23rd St,37.75429,-122.40416,Deli 23,Low Risk,Unapproved or unmaintained equipment or utensils,88,4.5
3621 18th St,37.76131,-122.42431,Delfina,Moderate Risk,Noncompliance with HAACP plan or variance,92,4
37 Yerba Buena Ln,37.78561789,-122.4045166,Delarosa,Low Risk,Unapproved or unmaintained equipment or utensils,92,4
37 Yerba Buena Ln,37.78561789,-122.4045166,Delarosa,High Risk,High risk food holding temperature,75,4
855 Bush St,37.789627,-122.411374,Del Popolo,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,96,4
3227 16th St,37.76449,-122.42471,Deja Vu Pizza and Pasta,Low Risk,Unclean or degraded floors walls or ceilings,90,3.5
