Address,Alias (Businesses),Alias (Businesses.Categories),Calculation1,Calculation2,Risk Category Improved,address_health_lower,yelp_address,City,Country,Display Address,Display Phone,Distance,Id,Image Url,Is Closed,Latitude,Latitude (Region.Center),Longitude,Longitude (Region.Center),Name,Phone,Price1,Rating,Review Count,Violation Description Improved,State,Table Names,Title,Total,Transactions,Url,Zip Code,Business Name Lower,Business Address,Business City,Business Id,Business Name,Business Phone Number,Business Postal Code,Business State,businesses Index (generated),categories Index (generated),Display Name Lower,Inspection Date,Inspection Id,Inspection Score,Inspection Type,Risk Category,transactions Index (generated),Violation Description,Violation Id
2142 Chestnut St,dragon-well-san-francisco,chinese,,,Low Risk,2142 chestnut st,2142 chestnut st,San Francisco,US,2142 Chestnut St,(415) 474-6888,4422.311663,Y7pNK-ucWKJjfG1TzQjbAA,https://s3-media2.fl.yelpcdn.com/bphoto/Z1tVOThgdk63LDvp44tlpw/o.jpg,FALSE,37.80072,37.76089939,-122.43868,-122.4364471,Dragon Well,14154746888,$$,4,512,Improper food storage,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Chinese,217,delivery,https://www.yelp.com/biz/dragon-well-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94123,dragon well,2142 CHESTNUT St,San Francisco,2131,DRAGON WELL,,94123,CA,1,1,dragon well,12/14/17,2131_20171214,92,Routine - Unscheduled,Low Risk,1,Improper food storage,2131_20171214_103139
441 Clement St,the-bitter-end-san-francisco,pubs,,,High Risk,441 clement st,441 clement st,San Francisco,US,441 Clement St,(415) 221-9538,3431.093931,H1n4hE8uLFs_W1w-j7M2ow,https://s3-media2.fl.yelpcdn.com/bphoto/6kB56KKWWvoLUriubJbuOA/o.jpg,FALSE,37.78271484,37.76089939,-122.4640884,-122.4364471,The Bitter End,14152219538,$,4,428,Unclean or unsanitary food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Pubs,1700,delivery,https://www.yelp.com/biz/the-bitter-end-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,the bitter end,441 CLEMENT St,San Francisco,2143,THE BITTER END,,94118,CA,1,1,the bitter end,6/26/19,2143_20190626,87,Routine - Unscheduled,High Risk,1,Unclean or unsanitary food contact surfaces,2143_20190626_103109
570 4th St,fringale-san-francisco,french,,,Low Risk,570 04th st,570 4th st,San Francisco,US,570 4th St,(415) 543-0573,3969.205328,Ug9a63OBRBje0796bFFPgA,https://s3-media2.fl.yelpcdn.com/bphoto/S3AKmffD94w4LgsuPv8DbQ/o.jpg,TRUE,37.77857,37.76089939,-122.39714,-122.4364471,Fringale,14155430573,$$$,4,1068,Inadequate dressing rooms or improper storage of personal items,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",French,17,pickup,https://www.yelp.com/biz/fringale-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94107,fringale,570 04th St,San Francisco,2145,FRINGALE,,94107,CA,1,1,fringale,5/17/18,2145_20180517,87,Routine - Unscheduled,Low Risk,1,Inadequate dressing rooms or improper storage of personal items,2145_20180517_103153
2448 Clement St,hard-knox-cafe-san-francisco-2,soulfood,,,High Risk,2526 03rd st,2448 clement st,San Francisco,US,2448 Clement St,(415) 752-3770,4928.017197,NGIJa15WL41RKgIh9x6RAg,https://s3-media1.fl.yelpcdn.com/bphoto/bYIya45n3nwGLNcTDxw-9A/o.jpg,FALSE,37.78222,37.76089939,-122.48574,-122.4364471,Hard Knox Cafe,14157523770,$$,3.5,1694,Unclean or unsanitary food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Soul Food,62,pickup,https://www.yelp.com/biz/hard-knox-cafe-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94121,hard knox cafe,2526 03rd St,San Francisco,2152,HARD KNOX CAFE,,94107,CA,1,1,hard knox cafe,2/2/17,2152_20170202,89,Routine - Unscheduled,High Risk,1,Unclean or unsanitary food contact surfaces,2152_20170202_103109
2526 3rd St,hard-knox-cafe-san-francisco-3,soulfood,,,High Risk,2526 03rd st,2526 3rd st,San Francisco,US,2526 3rd St,(415) 648-3770,4230.076688,8pZevgVXucZStPwUYPfAkQ,https://s3-media2.fl.yelpcdn.com/bphoto/Ba55Wi04LOxSBP0d6rtHyw/o.jpg,FALSE,37.75752,37.76089939,-122.38858,-122.4364471,Hard Knox Cafe,14156483770,$$,4,2152,Unclean or unsanitary food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Soul Food,23,delivery,https://www.yelp.com/biz/hard-knox-cafe-san-francisco-3?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94107,hard knox cafe,2526 03rd St,San Francisco,2152,HARD KNOX CAFE,,94107,CA,1,1,hard knox cafe,2/2/17,2152_20170202,89,Routine - Unscheduled,High Risk,1,Unclean or unsanitary food contact surfaces,2152_20170202_103109
300 Connecticut St,goat-hill-pizza-san-francisco,pizza,,,Low Risk,300 connecticut st,300 connecticut st,San Francisco,US,300 Connecticut St,(415) 641-1440,3414.300237,gVikx9Ad2aAVv0BXnJJPKw,https://s3-media4.fl.yelpcdn.com/bphoto/8BhYHvMpJZvhl34au3471A/o.jpg,FALSE,37.762471,37.76089939,-122.397658,-122.4364471,Goat Hill Pizza,14156411440,$$,3.5,1248,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Pizza,157,delivery,https://www.yelp.com/biz/goat-hill-pizza-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94107,goat hill pizza,300 CONNECTICUT St,San Francisco,2156,GOAT HILL PIZZA,,94107,CA,1,1,goat hill pizza,5/21/19,2156_20190521,94,Routine - Unscheduled,Low Risk,1,Unapproved or unmaintained equipment or utensils,2156_20190521_103144
2161 Powell St,cafe-francisco-san-francisco-2,coffee,,,Low Risk,2161 powell st,2161 powell st,San Francisco,US,2161 Powell St,(415) 397-2602,5335.012645,I1MLJDLj7aXZI5Q1xJBSbw,https://s3-media2.fl.yelpcdn.com/bphoto/E0NxaIdDHHLJ2_cubcbP_w/o.jpg,FALSE,37.8046999,37.76089939,-122.41199,-122.4364471,Cafe Francisco,14153972602,$,3.5,268,Wiping cloths not clean or properly stored or inadequate sanitizer,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,2300,pickup,https://www.yelp.com/biz/cafe-francisco-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,cafe francisco,2161 Powell St,San Francisco,2168,Cafe Francisco,,94133,CA,1,1,cafe francisco,11/5/18,2168_20181105,96,Routine - Unscheduled,Low Risk,1,Wiping cloths not clean or properly stored or inadequate sanitizer,2168_20181105_103149
1722 Sacramento St,acquerello-san-francisco,italian,,,No Risk,1722 sacramento st,1722 sacramento st,San Francisco,US,1722 Sacramento St,(415) 567-5432,3654.593526,mDM7-ho67ePJXd5TodtCOg,https://s3-media4.fl.yelpcdn.com/bphoto/lJih0rBp075OeplafDSDDg/o.jpg,FALSE,37.79157,37.76089939,-122.4213296,-122.4364471,Acquerello,14155675432,$$$$,4.5,1100,No violation found,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Italian,42,,https://www.yelp.com/biz/acquerello-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94109,acquerello,1722 Sacramento St,San Francisco,2175,Acquerello,,94109,CA,1,1,acquerello,11/7/18,2175_20181107,100,Routine - Unscheduled,,,,
4617 Mission St,princess-bakery-san-francisco,bakeries,,,Moderate Risk,4617 mission st,4617 mission st,San Francisco,US,4617 Mission St,(415) 585-9000,4069.822143,pG1pVDg_Krjx2-4OBb8m1Q,https://s3-media2.fl.yelpcdn.com/bphoto/gikXq5VncR-jn-OEWOU6fA/o.jpg,FALSE,37.72428,37.76089939,-122.43476,-122.4364471,Princess Bakery,14155859000,$,4,36,Insufficient hot water or running water,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Bakeries,119,,https://www.yelp.com/biz/princess-bakery-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94112,princess bakery,4617 MISSION St,San Francisco,2189,PRINCESS BAKERY,,94112,CA,1,1,princess bakery,2/26/19,2189_20190226,68,Routine - Unscheduled,Moderate Risk,,Insufficient hot water or running water,2189_20190226_103129
765 Jackson St,garden-bakery-san-francisco,bakeries,,,Low Risk,765 jackson st,765 jackson st,San Francisco,US,765 Jackson St,(415) 397-5838,4630.422047,vuYas7gLlshLOWw6GCnKFA,https://s3-media2.fl.yelpcdn.com/bphoto/rVaayhz4KIWMKETWvUHrZA/o.jpg,FALSE,37.79581994,37.76089939,-122.4079742,-122.4364471,Garden Bakery,14153975838,$,4,130,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Bakeries,220,,https://www.yelp.com/biz/garden-bakery-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,garden bakery,765 Jackson St,San Francisco,2223,Garden Bakery,,94133,CA,1,1,garden bakery,7/23/19,2223_20190723,88,Routine - Unscheduled,Low Risk,,Unapproved or unmaintained equipment or utensils,2223_20190723_103144
834 Washington St,kam-lok-restaurant-san-francisco,chinese,,,Low Risk,834 washington st,834 washington st,San Francisco,US,834 Washington St,(415) 421-8102,4600.624956,x2FfPtrPEYYFIK3RL1cf-g,https://s3-media2.fl.yelpcdn.com/bphoto/d_L8bQZY2t5_SKUnLANqyw/o.jpg,FALSE,37.79517,37.76089939,-122.40709,-122.4364471,Kam Lok Restaurant,14154218102,$,3.5,143,Improper storage of equipment utensils or linens,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Chinese,6,pickup,https://www.yelp.com/biz/kam-lok-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94108,kam lok restaurant,834 Washington St,San Francisco,2234,Kam Lok Restaurant,,94108,CA,1,1,kam lok restaurant,8/26/19,2234_20190826,79,Routine - Unscheduled,Low Risk,1,Improper storage of equipment utensils or linens,2234_20190826_103145
7 Claude Ln,cafe-claude-san-francisco,french,,,High Risk,7 claude ln,7 claude ln,San Francisco,US,7 Claude Ln,(415) 392-3505,4309.876877,gsf5yf5HS3h8Z8MHpJ4t3w,https://s3-media4.fl.yelpcdn.com/bphoto/G3b_797Yeg7HckT2D_g18Q/o.jpg,FALSE,37.79032095,37.76089939,-122.4045239,-122.4364471,Cafe Claude,14153923505,$$$,4,1997,Improper cooling methods,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",French,53,delivery,https://www.yelp.com/biz/cafe-claude-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94108,cafe claude,7 Claude Ln,San Francisco,2243,Cafe Claude,,94108,CA,1,1,cafe claude,5/16/19,2243_20190516,91,Routine - Unscheduled,High Risk,1,Improper cooling methods,2243_20190516_103105
50 Post St,niji-japanese-grille-san-francisco,japanese,,,Low Risk,50 post st space #53,50 post st,San Francisco,US,50 Post St,(415) 391-5588,4322.288,dcnNyiZEsTgD1HWwNe749g,https://s3-media4.fl.yelpcdn.com/bphoto/Bn42frGA-Cx_4WpwqdXFqQ/o.jpg,TRUE,37.789232,37.76089939,-122.402778,-122.4364471,Niji Japanese Grille,14153915588,$,3,124,Unclean nonfood contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Japanese,5,,https://www.yelp.com/biz/niji-japanese-grille-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94104,niji japanese grille,50 Post St Space #53,San Francisco,2252,Niji Japanese Grille,,94104,CA,1,1,niji japanese grille,7/15/19,2252_20190715,96,Routine - Unscheduled,Low Risk,,Unclean nonfood contact surfaces,2252_20190715_103142
306 Clement St,blue-danube-coffee-house-san-francisco,coffee,,,Low Risk,306 clement st,306 clement st,San Francisco,US,306 Clement St,(415) 221-9041,3376.031873,7zdRSvbg9zbp5tV9Y_-glQ,https://s3-media4.fl.yelpcdn.com/bphoto/Ker35-oD_wKTm5Kaw7j9Ng/o.jpg,FALSE,37.78323,37.76089939,-122.46251,-122.4364471,Blue Danube Coffee House,14152219041,$$,4,742,Inadequate ventilation or lighting,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,4,delivery,https://www.yelp.com/biz/blue-danube-coffee-house-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,blue danube coffee house,306 CLEMENT St,San Francisco,2256,BLUE DANUBE COFFEE HOUSE,,94118,CA,1,1,blue danube coffee house,7/16/19,2256_20190716,87,Routine - Unscheduled,Low Risk,1,Inadequate ventilation or lighting,2256_20190716_103147
445 Clement St,taiwan-restaurant-san-francisco-3,taiwanese,,,Low Risk,445 clement st,445 clement st,San Francisco,US,445 Clement St,(415) 387-1789,3448.833057,eu3UCrfFkTF73F0idXeJ5Q,https://s3-media3.fl.yelpcdn.com/bphoto/hVYweB9zLo7PfNq4r-rabQ/o.jpg,FALSE,37.7828686,37.76089939,-122.4641453,-122.4364471,Taiwan Restaurant,14153871789,$$,3.5,422,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Taiwanese,300,pickup,https://www.yelp.com/biz/taiwan-restaurant-san-francisco-3?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,taiwan restaurant,445 CLEMENT St,San Francisco,2263,TAIWAN RESTAURANT,,94118,CA,1,1,taiwan restaurant,4/2/19,2263_20190402,68,Routine - Unscheduled,Low Risk,1,Unapproved or unmaintained equipment or utensils,2263_20190402_103144
288 Noe St,la-mediterranee-san-francisco-7,mediterranean,,,Moderate Risk,288 noe st,288 noe st,San Francisco,US,288 Noe St,(415) 431-7210,487.4193576,oUtNbPtcT-Y1PXSD5PjtCA,https://s3-media2.fl.yelpcdn.com/bphoto/QHDz4PFu1g2LZNsMPbHq1w/o.jpg,FALSE,37.76450698,37.76089939,-122.4332974,-122.4364471,La Mediterranee,14154317210,$$,4,583,Inadequately cleaned or sanitized food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Mediterranean,114,delivery,https://www.yelp.com/biz/la-mediterranee-san-francisco-7?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94114,la mediterranee,288 NOE St,San Francisco,2274,LA MEDITERRANEE,,94114,CA,1,1,la mediterranee,6/25/19,2274_20190625,92,Routine - Unscheduled,Moderate Risk,1,Inadequately cleaned or sanitized food contact surfaces,2274_20190625_103124
2520 Noriega St,oriental-seafood-restaurant-san-francisco,chinese,,,Low Risk,2520 noriega st,2520 noriega st,San Francisco,US,2520 Noriega St,(415) 661-8808,4851.212206,kTLg9WzrJIujIYWKcYBGSw,https://s3-media4.fl.yelpcdn.com/bphoto/m0HPZyxQv9tIgy3SEb_lNw/o.jpg,FALSE,37.75383759,37.76089939,-122.4907227,-122.4364471,Oriental Seafood Restaurant,14156618808,$,3,173,Wiping cloths not clean or properly stored or inadequate sanitizer,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Chinese,371,pickup,https://www.yelp.com/biz/oriental-seafood-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94122,oriental seafood restaurant,2520 NORIEGA St,San Francisco,2292,ORIENTAL SEAFOOD RESTAURANT,,94122,CA,1,1,oriental seafood restaurant,7/16/19,2292_20190716,86,Routine - Unscheduled,Low Risk,1,Wiping cloths not clean or properly stored or inadequate sanitizer,2292_20190716_103149
800 Taraval St,gold-mirror-italian-restaurant-san-francisco,italian,,,Moderate Risk,800 taraval,800 taraval st,San Francisco,US,800 Taraval St,(415) 564-0401,3900.862379,m6abLI3UD-As-Z5-J-HiyA,https://s3-media2.fl.yelpcdn.com/bphoto/sIDlu9Q5Pc1BDA--db5yww/o.jpg,FALSE,37.7433,37.76089939,-122.47482,-122.4364471,Gold Mirror Italian Restaurant,14155640401,$$,3.5,368,Inadequately cleaned or sanitized food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Italian,92,delivery,https://www.yelp.com/biz/gold-mirror-italian-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94116,gold mirror italian restaurant,800 TARAVAL,San Francisco,2293,GOLD MIRROR ITALIAN RESTAURANT,,94116,CA,1,1,gold mirror italian restaurant,9/5/19,2293_20190905,90,Routine - Unscheduled,Moderate Risk,1,Inadequately cleaned or sanitized food contact surfaces,2293_20190905_103124
807 Valencia St,burger-joint-san-francisco-2,burgers,,,Moderate Risk,807 valencia st,807 valencia st,San Francisco,US,807 Valencia St,(415) 824-3494,1339.918386,TNygOlfp5YPvuDPobtTUMQ,https://s3-media2.fl.yelpcdn.com/bphoto/FsmYExC1QqzmOXE6xqDXfg/o.jpg,TRUE,37.75994,37.76089939,-122.42112,-122.4364471,Burger Joint,14158243494,$$,3.5,247,Insufficient hot water or running water,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Burgers,563,pickup,https://www.yelp.com/biz/burger-joint-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,burger joint,807 VALENCIA St,San Francisco,2317,BURGER JOINT,14155823494,94110,CA,1,1,burger joint,4/3/19,2317_20190403,92,Routine - Unscheduled,Moderate Risk,1,Insufficient hot water or running water,2317_20190403_103129
1790 Haight St,the-citrus-club-san-francisco,asianfusion,,,Moderate Risk,1790 haight st,1790 haight st,San Francisco,US,1790 Haight St,(415) 387-6366,1647.866605,b1aZxd5Auo1f5rG9zgr0Ig,https://s3-media1.fl.yelpcdn.com/bphoto/pLtF2RAt4ed10f-E3rahuw/o.jpg,FALSE,37.76964,37.76089939,-122.45162,-122.4364471,The Citrus Club,14153876366,$$,3.5,1281,Inadequate procedures or records for time as a public health control,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Asian Fusion,224,pickup,https://www.yelp.com/biz/the-citrus-club-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94117,the citrus club,1790 HAIGHT St,San Francisco,2325,THE CITRUS CLUB,14155759656,94117,CA,1,1,the citrus club,11/28/18,2325_20181128,88,Routine - Unscheduled,Moderate Risk,1,Inadequate procedures or records for time as a public health control,2325_20181128_103121
2901 16th St,irmas-pampanga-restaurant-san-francisco,filipino,,,Moderate Risk,2901 16th st,2901 16th st,San Francisco,US,2901 16th St,(415) 626-6688,1714.721908,TkG9X1noKvdPMHd7sjkVig,https://s3-media2.fl.yelpcdn.com/bphoto/n9F_rmuava8pbrPbJUnEJg/o.jpg,TRUE,37.76492,37.76089939,-122.4179,-122.4364471,Irma's Pampanga Restaurant,14156266688,$,3.5,155,Inadequate and inaccessible handwashing facilities,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Filipino,3,delivery,https://www.yelp.com/biz/irmas-pampanga-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94103,irma's pampanga restaurant,2901 16th St,San Francisco,2326,IRMA'S PAMPANGA RESTAURANT,14155626688,94103,CA,1,1,irma's pampanga restaurant,2/25/19,2326_20190225,68,Routine - Unscheduled,Moderate Risk,1,Inadequate and inaccessible handwashing facilities,2326_20190225_103119
3349 23rd St,velvet-cantina-san-francisco,mexican,,,Low Risk,3349 23rd st,3349 23rd st,San Francisco,US,3349 23rd St,(415) 648-4142,1670.374752,jHCtJJycHt5DLAlPjQ0PoA,https://s3-media3.fl.yelpcdn.com/bphoto/iTyOdrcovYAo80uGEP3_-Q/o.jpg,FALSE,37.753802,37.76089939,-122.419701,-122.4364471,Velvet Cantina,14156484142,$$,4,1236,Unclean nonfood contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Mexican,72,delivery,https://www.yelp.com/biz/velvet-cantina-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,velvet cantina,3349 23rd St,San Francisco,2335,Velvet Cantina,,94110,CA,1,1,velvet cantina,6/4/19,2335_20190604,89,Routine - Unscheduled,Low Risk,1,Unclean nonfood contact surfaces,2335_20190604_103142
358 Beach St,taqueria-el-farolito-san-francisco,mexican,,,Moderate Risk,2779 mission st,358 beach st,San Francisco,US,358 Beach St,(415) 409-6878,5524.05677,32DgQWrJoAA71NyFUzimHA,https://s3-media2.fl.yelpcdn.com/bphoto/XZa_Pco2yh1sgBsTFDDAVA/o.jpg,TRUE,37.8075078,37.76089939,-122.414911,-122.4364471,Taqueria El Farolito,14154096878,$$,3.5,122,Inadequately cleaned or sanitized food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Mexican,242,delivery,https://www.yelp.com/biz/taqueria-el-farolito-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,taqueria el farolito,2779 MISSION St,San Francisco,2356,TAQUERIA EL FAROLITO,14155823848,94110,CA,1,1,taqueria el farolito,1/9/19,2356_20190109,86,Routine - Unscheduled,Moderate Risk,1,Inadequately cleaned or sanitized food contact surfaces,2356_20190109_103124
2798 Mission St,china-express-san-francisco,chinese,,,Low Risk,2798 mission st,2798 mission st,San Francisco,US,2798 Mission St,(415) 642-0881,1831.97349,RtXDJgw6ts1TAv9mwFNZGg,https://s3-media2.fl.yelpcdn.com/bphoto/BemwPvhv3hJb1js3rOq9bg/o.jpg,FALSE,37.75239497,37.76089939,-122.4185561,-122.4364471,China Express,14156420881,$,2.5,11,Unclean nonfood contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Chinese,369,delivery,https://www.yelp.com/biz/china-express-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,china express,2798 MISSION St,San Francisco,2357,CHINA EXPRESS,14155640881,94110,CA,1,1,china express,7/23/18,2357_20180723,81,Routine - Unscheduled,Low Risk,1,Unclean nonfood contact surfaces,2357_20180723_103142
2854 Mission St,la-traviata-san-francisco,italian,,,Moderate Risk,2854 mission st,2854 mission st,San Francisco,US,2854 Mission St,(415) 282-0500,1895.219436,eQHepA7u_mb-0TIb8t8EXQ,https://s3-media4.fl.yelpcdn.com/bphoto/rm2fPEQDWxH20Z63DMg4Vg/o.jpg,FALSE,37.75126,37.76089939,-122.41869,-122.4364471,La Traviata,14152820500,$$,4,581,Inadequately cleaned or sanitized food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Italian,3,pickup,https://www.yelp.com/biz/la-traviata-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,la traviata,2854 MISSION St,San Francisco,2359,LA TRAVIATA,14155280500,94110,CA,1,1,la traviata,2/28/19,2359_20190228,88,Routine - Unscheduled,Moderate Risk,1,Inadequately cleaned or sanitized food contact surfaces,2359_20190228_103124
